,NID,NUMCTRL,GLLID,FACEID,ix,iy,iz,x,y,z
281,1,216,66,1,5,1,6,1.2565872143614587,0.0,0.6000000000000002
282,1,216,3,1,1,1,1,1.335,0.0,0.0
283,1,216,3,1,1,1,2,1.335,0.0,0.023494467607053506
284,1,216,3,1,1,1,3,1.335,0.0,0.07147684835193549
285,1,216,3,1,1,1,4,1.335,0.0,0.12852315164806452
286,1,216,3,1,1,1,5,1.335,0.0,0.1765055323929465
287,1,216,3,1,1,1,6,1.335,0.0,0.2
288,1,216,35,1,1,1,1,1.335,0.0,0.2
289,1,216,35,1,1,1,2,1.335,0.0,0.22349446760705355
290,1,216,35,1,1,1,3,1.335,0.0,0.27147684835193553
291,1,216,35,1,1,1,4,1.335,0.0,0.32852315164806456
292,1,216,35,1,1,1,5,1.335,0.0,0.37650553239294654
293,1,216,35,1,1,1,6,1.335,0.0,0.4
294,1,216,66,1,6,1,1,1.335,0.0,0.4
295,1,216,66,1,6,1,2,1.335,0.0,0.4234944676070537
296,1,216,66,1,6,1,3,1.335,0.0,0.47147684835193554
297,1,216,66,1,6,1,4,1.335,0.0,0.5285231516480646
298,1,216,66,1,6,1,5,1.335,0.0,0.5765055323929467
299,1,216,66,1,6,1,6,1.335,0.0,0.6000000000000001
300,1,216,3,1,2,1,1,1.4134127856385417,0.0,0.0
301,1,216,3,1,2,1,2,1.4134127856385417,0.0,0.02349446760705351
302,1,216,3,1,2,1,3,1.4134127856385417,0.0,0.0714768483519355
303,1,216,3,1,2,1,4,1.4134127856385417,0.0,0.12852315164806447
304,1,216,3,1,2,1,5,1.4134127856385417,0.0,0.17650553239294653
305,1,216,3,1,2,1,6,1.4134127856385417,0.0,0.20000000000000004
306,1,216,35,1,2,1,1,1.4134127856385417,0.0,0.20000000000000004
307,1,216,35,1,2,1,2,1.4134127856385417,0.0,0.2234944676070537
308,1,216,35,1,2,1,3,1.4134127856385417,0.0,0.27147684835193553
309,1,216,35,1,2,1,4,1.4134127856385417,0.0,0.3285231516480646
310,1,216,35,1,2,1,5,1.4134127856385417,0.0,0.3765055323929466
311,1,216,35,1,2,1,6,1.4134127856385417,0.0,0.4000000000000001
312,1,216,3,1,3,1,1,1.5735539813745847,0.0,0.0
313,1,216,3,1,3,1,3,1.5735539813745847,0.0,0.07147684835193549
314,1,216,3,1,3,1,4,1.5735539813745847,0.0,0.12852315164806452
315,1,216,3,1,3,1,6,1.5735539813745847,0.0,0.2
316,1,216,35,1,3,1,1,1.5735539813745847,0.0,0.2
317,1,216,35,1,3,1,3,1.5735539813745847,0.0,0.27147684835193553
318,1,216,35,1,3,1,4,1.5735539813745847,0.0,0.32852315164806456
319,1,216,35,1,3,1,6,1.5735539813745847,0.0,0.4
320,1,216,3,1,3,1,2,1.573553981374585,0.0,0.023494467607053506
321,1,216,3,1,3,1,5,1.573553981374585,0.0,0.1765055323929465
322,1,216,35,1,3,1,2,1.573553981374585,0.0,0.22349446760705355
323,1,216,35,1,3,1,5,1.573553981374585,0.0,0.37650553239294654
324,1,216,3,1,4,1,1,1.7639460186254152,0.0,0.0
325,1,216,3,1,4,1,3,1.7639460186254152,0.0,0.07147684835193549
326,1,216,3,1,4,1,4,1.7639460186254152,0.0,0.12852315164806452
327,1,216,3,1,4,1,5,1.7639460186254152,0.0,0.1765055323929465
328,1,216,3,1,4,1,6,1.7639460186254152,0.0,0.2
329,1,216,35,1,4,1,1,1.7639460186254152,0.0,0.2
330,1,216,35,1,4,1,3,1.7639460186254152,0.0,0.27147684835193553
331,1,216,35,1,4,1,4,1.7639460186254152,0.0,0.32852315164806456
332,1,216,35,1,4,1,5,1.7639460186254152,0.0,0.37650553239294654
333,1,216,35,1,4,1,6,1.7639460186254152,0.0,0.4
334,1,216,3,1,4,1,2,1.763946018625416,0.0,0.023494467607053506
335,1,216,35,1,4,1,2,1.763946018625416,0.0,0.22349446760705355
336,1,216,3,1,5,1,1,1.924087214361459,0.0,0.0
337,1,216,3,1,5,1,3,1.924087214361459,0.0,0.0714768483519355
338,1,216,3,1,5,1,4,1.924087214361459,0.0,0.12852315164806455
339,1,216,3,1,5,1,5,1.924087214361459,0.0,0.17650553239294653
340,1,216,3,1,5,1,6,1.924087214361459,0.0,0.20000000000000004
341,1,216,35,1,5,1,1,1.924087214361459,0.0,0.20000000000000004
